"","species","replicate_number","invade_monoculture","temperature","mesocosm_id","day","zooplankton_abundance","day_n","ephippia_abundance","ephippia_species","algae_abundance","fiji_bs","zooplankton_length_cm","date","dry_weight_ug_per_individual","average_weight_zooplankton","zooplankton_biomass_per_mesocosm"
"3975","daphnia",6,"daph invade",26,"dia-meso-26-6","day42",78,42,0,"daphnia.ephippia",NA,27,0.592,2019-10-24,0.985014010401227,4.81283618121269,375.40122213459
"3976","daphnia",6,"daph invade",26,"dia-meso-26-6","day42",78,42,0,"daphnia.ephippia",NA,37,1.005,2019-10-24,4.40222350327147,4.81283618121269,375.40122213459
"3977","daphnia",6,"daph invade",26,"dia-meso-26-6","day42",78,42,0,"daphnia.ephippia",NA,38,1.294,2019-10-24,8.99925104549869,4.81283618121269,375.40122213459
"3978","daphnia",6,"daph invade",26,"dia-meso-26-6","day42",78,42,0,"daphnia.ephippia",NA,39,1.033,2019-10-24,4.75810595716849,4.81283618121269,375.40122213459
"3979","daphnia",6,"daph invade",26,"dia-meso-26-6","day42",78,42,0,"daphnia.ephippia",NA,40,0.702,2019-10-24,1.59526188781895,4.81283618121269,375.40122213459
"3980","daphnia",6,"daph invade",26,"dia-meso-26-6","day42",78,42,0,"daphnia.ephippia",NA,41,0.491,2019-10-24,0.580248251777751,4.81283618121269,375.40122213459
"3981","daphnia",6,"daph invade",26,"dia-meso-26-6","day42",78,42,0,"daphnia.ephippia",NA,42,0.51,2019-10-24,0.646041367299,4.81283618121269,375.40122213459
"3982","daphnia",6,"daph invade",26,"dia-meso-26-6","day42",78,42,0,"daphnia.ephippia",NA,43,0.843,2019-10-24,2.6773830402699,4.81283618121269,375.40122213459
"3983","daphnia",6,"daph invade",26,"dia-meso-26-6","day42",78,42,0,"daphnia.ephippia",NA,44,1.551,2019-10-24,15.0239827212089,4.81283618121269,375.40122213459
"3984","daphnia",6,"daph invade",26,"dia-meso-26-6","day42",78,42,0,"daphnia.ephippia",NA,45,1.952,2019-10-24,28.7946425286386,4.81283618121269,375.40122213459
"3985","daphnia",6,"daph invade",26,"dia-meso-26-6","day42",78,42,0,"daphnia.ephippia",NA,51,1.074,2019-10-24,5.31196752654216,4.81283618121269,375.40122213459
"3986","daphnia",6,"daph invade",26,"dia-meso-26-6","day42",78,42,0,"daphnia.ephippia",NA,52,1.508,2019-10-24,13.8752780442665,4.81283618121269,375.40122213459
"3987","daphnia",6,"daph invade",26,"dia-meso-26-6","day42",78,42,0,"daphnia.ephippia",NA,53,0.408,2019-10-24,0.343638568179222,4.81283618121269,375.40122213459
"3988","daphnia",6,"daph invade",26,"dia-meso-26-6","day42",78,42,0,"daphnia.ephippia",NA,54,0.57,2019-10-24,0.884940896821927,4.81283618121269,375.40122213459
"3989","daphnia",6,"daph invade",26,"dia-meso-26-6","day42",78,42,0,"daphnia.ephippia",NA,58,1.031,2019-10-24,4.73209073662626,4.81283618121269,375.40122213459
"3990","daphnia",6,"daph invade",26,"dia-meso-26-6","day42",78,42,0,"daphnia.ephippia",NA,59,0.574,2019-10-24,0.902622266998594,4.81283618121269,375.40122213459
"3991","daphnia",6,"daph invade",26,"dia-meso-26-6","day42",78,42,0,"daphnia.ephippia",NA,60,1.045,2019-10-24,4.9161404872289,4.81283618121269,375.40122213459
"3992","daphnia",6,"daph invade",26,"dia-meso-26-6","day42",78,42,0,"daphnia.ephippia",NA,61,1.146,2019-10-24,6.38230541340915,4.81283618121269,375.40122213459
"3993","daphnia",6,"daph invade",26,"dia-meso-26-6","day42",78,42,0,"daphnia.ephippia",NA,62,1.266,2019-10-24,8.45919921592056,4.81283618121269,375.40122213459
"3994","daphnia",6,"daph invade",26,"dia-meso-26-6","day42",78,42,0,"daphnia.ephippia",NA,63,0.433,2019-10-24,0.406601108420137,4.81283618121269,375.40122213459
"3995","daphnia",6,"daph invade",26,"dia-meso-26-6","day42",78,42,0,"daphnia.ephippia",NA,64,0.595,2019-10-24,0.999200851537477,4.81283618121269,375.40122213459
"3996","daphnia",4,"daph invade",27,"dia-meso-27-4","day42",42,42,0,"daphnia.ephippia",NA,78,1.23,2019-10-24,7.79625184248848,4.69319793086173,197.114313096193
"3997","daphnia",4,"daph invade",27,"dia-meso-27-4","day42",42,42,0,"daphnia.ephippia",NA,79,0.694,2019-10-24,1.54436603380569,4.69319793086173,197.114313096193
"3998","daphnia",4,"daph invade",27,"dia-meso-27-4","day42",42,42,0,"daphnia.ephippia",NA,80,0.59,2019-10-24,0.975628863835252,4.69319793086173,197.114313096193
"3999","daphnia",4,"daph invade",27,"dia-meso-27-4","day42",42,42,0,"daphnia.ephippia",NA,88,0.707,2019-10-24,1.62761551506603,4.69319793086173,197.114313096193
"4000","daphnia",4,"daph invade",27,"dia-meso-27-4","day42",42,42,0,"daphnia.ephippia",NA,89,1.427,2019-10-24,11.8688794653046,4.69319793086173,197.114313096193
"4001","daphnia",4,"daph invade",27,"dia-meso-27-4","day42",42,42,0,"daphnia.ephippia",NA,90,0.78,2019-10-24,2.1492153338918,4.69319793086173,197.114313096193
"4002","daphnia",4,"daph invade",27,"dia-meso-27-4","day42",42,42,0,"daphnia.ephippia",NA,91,1.092,2019-10-24,5.56770406261701,4.69319793086173,197.114313096193
"4003","daphnia",4,"daph invade",27,"dia-meso-27-4","day42",42,42,0,"daphnia.ephippia",NA,92,1.162,2019-10-24,6.63762076463395,4.69319793086173,197.114313096193
"4004","daphnia",4,"daph invade",27,"dia-meso-27-4","day42",42,42,0,"daphnia.ephippia",NA,93,0.85,2019-10-24,2.74075642125117,4.69319793086173,197.114313096193
"4005","daphnia",4,"daph invade",27,"dia-meso-27-4","day42",42,42,0,"daphnia.ephippia",NA,105,1.568,2019-10-24,15.4945261220377,4.69319793086173,197.114313096193
"4006","daphnia",4,"daph invade",27,"dia-meso-27-4","day42",42,42,0,"daphnia.ephippia",NA,106,0.742,2019-10-24,1.86602280686702,4.69319793086173,197.114313096193
"4007","daphnia",4,"daph invade",27,"dia-meso-27-4","day42",42,42,0,"daphnia.ephippia",NA,107,0.697,2019-10-24,1.56332700029999,4.69319793086173,197.114313096193
"4008","daphnia",4,"daph invade",27,"dia-meso-27-4","day42",42,42,0,"daphnia.ephippia",NA,118,0.865,2019-10-24,2.87980358125754,4.69319793086173,197.114313096193
"4009","daphnia",4,"daph invade",27,"dia-meso-27-4","day42",42,42,0,"daphnia.ephippia",NA,119,1.126,2019-10-24,6.0722047359748,4.69319793086173,197.114313096193
"4010","daphnia",4,"daph invade",27,"dia-meso-27-4","day42",42,42,0,"daphnia.ephippia",NA,120,0.85,2019-10-24,2.74075642125117,4.69319793086173,197.114313096193
"4011","daphnia",4,"daph invade",27,"dia-meso-27-4","day42",42,42,0,"daphnia.ephippia",NA,127,1.053,2019-10-24,5.02335836273802,4.69319793086173,197.114313096193
"4012","daphnia",4,"daph invade",27,"dia-meso-27-4","day42",42,42,0,"daphnia.ephippia",NA,128,1.038,2019-10-24,4.82354808769582,4.69319793086173,197.114313096193
"4013","daphnia",4,"daph invade",27,"dia-meso-27-4","day42",42,42,0,"daphnia.ephippia",NA,129,1.197,2019-10-24,7.21892701357917,4.69319793086173,197.114313096193
"4014","daphnia",4,"daph invade",27,"dia-meso-27-4","day42",42,42,0,"daphnia.ephippia",NA,130,0.491,2019-10-24,0.580248251777751,4.69319793086173,197.114313096193
"4015","daphnia",5,"daph invade",27,"dia-meso-27-5","day42",52,42,0,"daphnia.ephippia",NA,1303,0.588,2019-10-24,0.966301725177151,5.72375845517598,297.635439669151
"4016","daphnia",5,"daph invade",27,"dia-meso-27-5","day42",52,42,0,"daphnia.ephippia",NA,1304,0.744,2019-10-24,1.88028695964399,5.72375845517598,297.635439669151
"4017","daphnia",5,"daph invade",27,"dia-meso-27-5","day42",52,42,0,"daphnia.ephippia",NA,1305,0.918,2019-10-24,3.40742452210882,5.72375845517598,297.635439669151
"4018","daphnia",5,"daph invade",27,"dia-meso-27-5","day42",52,42,0,"daphnia.ephippia",NA,1306,1.454,2019-10-24,12.5152349040265,5.72375845517598,297.635439669151
"4019","daphnia",5,"daph invade",27,"dia-meso-27-5","day42",52,42,0,"daphnia.ephippia",NA,1307,1.18,2019-10-24,6.93263759724601,5.72375845517598,297.635439669151
"4020","daphnia",5,"daph invade",27,"dia-meso-27-5","day42",52,42,0,"daphnia.ephippia",NA,1311,0.745,2019-10-24,1.88744539053443,5.72375845517598,297.635439669151
"4021","daphnia",5,"daph invade",27,"dia-meso-27-5","day42",52,42,0,"daphnia.ephippia",NA,1312,1.157,2019-10-24,6.55713872600816,5.72375845517598,297.635439669151
"4022","daphnia",5,"daph invade",27,"dia-meso-27-5","day42",52,42,0,"daphnia.ephippia",NA,1316,0.887,2019-10-24,3.09186284188558,5.72375845517598,297.635439669151
"4023","daphnia",5,"daph invade",27,"dia-meso-27-5","day42",52,42,0,"daphnia.ephippia",NA,1320,0.787,2019-10-24,2.20422953484029,5.72375845517598,297.635439669151
"4024","daphnia",5,"daph invade",27,"dia-meso-27-5","day42",52,42,0,"daphnia.ephippia",NA,1321,1.053,2019-10-24,5.02335836273802,5.72375845517598,297.635439669151
"4025","daphnia",5,"daph invade",27,"dia-meso-27-5","day42",52,42,0,"daphnia.ephippia",NA,1322,1.745,2019-10-24,20.9692826921589,5.72375845517598,297.635439669151
"4026","daphnia",5,"daph invade",27,"dia-meso-27-5","day42",52,42,0,"daphnia.ephippia",NA,1323,1.268,2019-10-24,8.49705966312811,5.72375845517598,297.635439669151
"4027","daphnia",5,"daph invade",27,"dia-meso-27-5","day42",52,42,0,"daphnia.ephippia",NA,1328,0.882,2019-10-24,3.04281064392087,5.72375845517598,297.635439669151
"4028","daphnia",5,"daph invade",27,"dia-meso-27-5","day42",52,42,0,"daphnia.ephippia",NA,1329,1.555,2019-10-24,15.1338554758077,5.72375845517598,297.635439669151
"4029","daphnia",5,"daph invade",27,"dia-meso-27-5","day42",52,42,0,"daphnia.ephippia",NA,1336,0.512,2019-10-24,0.653234357840173,5.72375845517598,297.635439669151
"4030","daphnia",5,"daph invade",27,"dia-meso-27-5","day42",52,42,0,"daphnia.ephippia",NA,1337,0.597,2019-10-24,1.00873173063889,5.72375845517598,297.635439669151
"4031","daphnia",5,"daph invade",27,"dia-meso-27-5","day42",52,42,0,"daphnia.ephippia",NA,1338,1.264,2019-10-24,8.42144800538813,5.72375845517598,297.635439669151
"4032","daphnia",5,"daph invade",27,"dia-meso-27-5","day42",52,42,0,"daphnia.ephippia",NA,1339,1.013,2019-10-24,4.50208220184337,5.72375845517598,297.635439669151
"4033","daphnia",5,"daph invade",27,"dia-meso-27-5","day42",52,42,0,"daphnia.ephippia",NA,1340,0.768,2019-10-24,2.05698531340871,5.72375845517598,297.635439669151
"4034","daphnia",6,"daph invade",27,"dia-meso-27-6","day42",17,42,0,"daphnia.ephippia",NA,144,0.695,2019-10-24,1.55066973834503,7.45567627054541,126.746496599272
"4035","daphnia",6,"daph invade",27,"dia-meso-27-6","day42",17,42,0,"daphnia.ephippia",NA,145,0.87,2019-10-24,2.92714519393466,7.45567627054541,126.746496599272
"4036","daphnia",6,"daph invade",27,"dia-meso-27-6","day42",17,42,0,"daphnia.ephippia",NA,160,1.056,2019-10-24,5.06395134191247,7.45567627054541,126.746496599272
"4037","daphnia",6,"daph invade",27,"dia-meso-27-6","day42",17,42,0,"daphnia.ephippia",NA,161,2.053,2019-10-24,33.2118170723386,7.45567627054541,126.746496599272
"4038","daphnia",6,"daph invade",27,"dia-meso-27-6","day42",17,42,0,"daphnia.ephippia",NA,162,0.516,2019-10-24,0.667775229606732,7.45567627054541,126.746496599272
"4039","daphnia",6,"daph invade",27,"dia-meso-27-6","day42",17,42,0,"daphnia.ephippia",NA,175,1.095,2019-10-24,5.61108493388775,7.45567627054541,126.746496599272
"4040","daphnia",6,"daph invade",27,"dia-meso-27-6","day42",17,42,0,"daphnia.ephippia",NA,176,0.741,2019-10-24,1.85891704580302,7.45567627054541,126.746496599272
"4041","daphnia",6,"daph invade",27,"dia-meso-27-6","day42",17,42,0,"daphnia.ephippia",NA,177,0.895,2019-10-24,3.17140470631596,7.45567627054541,126.746496599272
"4042","daphnia",6,"daph invade",27,"dia-meso-27-6","day42",17,42,0,"daphnia.ephippia",NA,185,1.253,2019-10-24,8.21576255720455,7.45567627054541,126.746496599272
"4043","daphnia",6,"daph invade",27,"dia-meso-27-6","day42",17,42,0,"daphnia.ephippia",NA,186,0.747,2019-10-24,1.90181505922913,7.45567627054541,126.746496599272
"4044","daphnia",6,"daph invade",27,"dia-meso-27-6","day42",17,42,0,"daphnia.ephippia",NA,187,1.818,2019-10-24,23.5469891019546,7.45567627054541,126.746496599272
"4045","daphnia",6,"daph invade",27,"dia-meso-27-6","day42",17,42,0,"daphnia.ephippia",NA,188,0.724,2019-10-24,1.74078326601242,7.45567627054541,126.746496599272
"4046","daphnia",4,"daph invade",28,"dia-meso-28-4","day42",21,42,0,"daphnia.ephippia",NA,NA,NA,2019-10-24,NA,NA,NA
"4047","daphnia",5,"daph invade",28,"dia-meso-28-5","day42",5,42,0,"daphnia.ephippia",NA,201,0.691,2019-10-24,1.52555438813165,9.40224425655484,47.0112212827742
"4048","daphnia",5,"daph invade",28,"dia-meso-28-5","day42",5,42,0,"daphnia.ephippia",NA,219,1.774,2019-10-24,21.9702034018578,9.40224425655484,47.0112212827742
"4049","daphnia",5,"daph invade",28,"dia-meso-28-5","day42",5,42,0,"daphnia.ephippia",NA,220,0.473,2019-10-24,0.522067269725341,9.40224425655484,47.0112212827742
"4050","daphnia",5,"daph invade",28,"dia-meso-28-5","day42",5,42,0,"daphnia.ephippia",NA,238,1.683,2019-10-24,18.9293745045287,9.40224425655484,47.0112212827742
"4051","daphnia",5,"daph invade",28,"dia-meso-28-5","day42",5,42,0,"daphnia.ephippia",NA,239,0.977,2019-10-24,4.06402171853077,9.40224425655484,47.0112212827742
"4052","daphnia",6,"daph invade",28,"dia-meso-28-6","day42",15,42,0,"daphnia.ephippia",NA,276,0.538,2019-10-24,0.751497183568395,4.68078419431796,70.2117629147694
"4053","daphnia",6,"daph invade",28,"dia-meso-28-6","day42",15,42,0,"daphnia.ephippia",NA,277,1.005,2019-10-24,4.40222350327147,4.68078419431796,70.2117629147694
"4054","daphnia",6,"daph invade",28,"dia-meso-28-6","day42",15,42,0,"daphnia.ephippia",NA,278,1.224,2019-10-24,7.68914286864443,4.68078419431796,70.2117629147694
"4055","daphnia",6,"daph invade",28,"dia-meso-28-6","day42",15,42,0,"daphnia.ephippia",NA,279,1.276,2019-10-24,8.64959667895245,4.68078419431796,70.2117629147694
"4056","daphnia",6,"daph invade",28,"dia-meso-28-6","day42",15,42,0,"daphnia.ephippia",NA,280,0.564,2019-10-24,0.858841228735686,4.68078419431796,70.2117629147694
"4057","daphnia",6,"daph invade",28,"dia-meso-28-6","day42",15,42,0,"daphnia.ephippia",NA,281,1.78,2019-10-24,22.1810696716806,4.68078419431796,70.2117629147694
"4058","daphnia",6,"daph invade",28,"dia-meso-28-6","day42",15,42,0,"daphnia.ephippia",NA,304,0.513,2019-10-24,0.656850183139173,4.68078419431796,70.2117629147694
"4059","daphnia",6,"daph invade",28,"dia-meso-28-6","day42",15,42,0,"daphnia.ephippia",NA,305,0.562,2019-10-24,0.850253319555607,4.68078419431796,70.2117629147694
"4060","daphnia",6,"daph invade",28,"dia-meso-28-6","day42",15,42,0,"daphnia.ephippia",NA,306,1.028,2019-10-24,4.69324061967606,4.68078419431796,70.2117629147694
"4061","daphnia",6,"daph invade",28,"dia-meso-28-6","day42",15,42,0,"daphnia.ephippia",NA,307,1.309,2019-10-24,9.29750797448361,4.68078419431796,70.2117629147694
"4062","daphnia",6,"daph invade",28,"dia-meso-28-6","day42",15,42,0,"daphnia.ephippia",NA,308,0.691,2019-10-24,1.52555438813165,4.68078419431796,70.2117629147694
"4063","daphnia",6,"daph invade",28,"dia-meso-28-6","day42",15,42,0,"daphnia.ephippia",NA,309,0.565,2019-10-24,0.863156128293875,4.68078419431796,70.2117629147694
"4064","daphnia",6,"daph invade",28,"dia-meso-28-6","day42",15,42,0,"daphnia.ephippia",NA,310,0.749,2019-10-24,1.91625526763642,4.68078419431796,70.2117629147694
"4065","daphnia",6,"daph invade",28,"dia-meso-28-6","day42",15,42,0,"daphnia.ephippia",NA,311,0.634,2019-10-24,1.19578970468198,4.68078419431796,70.2117629147694
"4066","daphnia",4,"daph invade",30,"dia-meso-30-4","day42",0,42,0,"daphnia.ephippia",NA,331,1.651,2019-10-24,17.9287813033253,17.9287813033253,0
"4067","daphnia",5,"daph invade",30,"dia-meso-30-5","day42",1,42,0,"daphnia.ephippia",NA,NA,NA,2019-10-24,NA,NA,NA
"4068","daphnia",6,"daph invade",30,"dia-meso-30-6","day42",1,42,0,"daphnia.ephippia",NA,NA,NA,2019-10-24,NA,NA,NA
"4069","daphnia",1,"monoculture",20,"daph-meso-20-1","day42",44,42,0,"daphnia.ephippia",51216,1,0.701,2019-10-24,1.58884149026096,4.30990708779291,189.635911862888
"4070","daphnia",1,"monoculture",20,"daph-meso-20-1","day42",44,42,0,"daphnia.ephippia",51216,2,0.659,2019-10-24,1.33404702082518,4.30990708779291,189.635911862888
"4071","daphnia",1,"monoculture",20,"daph-meso-20-1","day42",44,42,0,"daphnia.ephippia",51216,3,0.552,2019-10-24,0.808146228214158,4.30990708779291,189.635911862888
"4072","daphnia",1,"monoculture",20,"daph-meso-20-1","day42",44,42,0,"daphnia.ephippia",51216,4,0.671,2019-10-24,1.40391983199179,4.30990708779291,189.635911862888
"4073","daphnia",1,"monoculture",20,"daph-meso-20-1","day42",44,42,0,"daphnia.ephippia",51216,5,1.242,2019-10-24,8.01335336151936,4.30990708779291,189.635911862888
"4074","daphnia",1,"monoculture",20,"daph-meso-20-1","day42",44,42,0,"daphnia.ephippia",51216,6,0.664,2019-10-24,1.36288055724857,4.30990708779291,189.635911862888
"4075","daphnia",1,"monoculture",20,"daph-meso-20-1","day42",44,42,0,"daphnia.ephippia",51216,7,1.363,2019-10-24,10.423968146457,4.30990708779291,189.635911862888
"4076","daphnia",1,"monoculture",20,"daph-meso-20-1","day42",44,42,0,"daphnia.ephippia",51216,8,0.719,2019-10-24,1.70698745861477,4.30990708779291,189.635911862888
"4077","daphnia",1,"monoculture",20,"daph-meso-20-1","day42",44,42,0,"daphnia.ephippia",51216,9,0.63,2019-10-24,1.17456948510479,4.30990708779291,189.635911862888
"4078","daphnia",1,"monoculture",20,"daph-meso-20-1","day42",44,42,0,"daphnia.ephippia",51216,10,0.536,2019-10-24,0.743620732276166,4.30990708779291,189.635911862888
"4079","daphnia",1,"monoculture",20,"daph-meso-20-1","day42",44,42,0,"daphnia.ephippia",51216,11,0.628,2019-10-24,1.16405133049235,4.30990708779291,189.635911862888
"4080","daphnia",1,"monoculture",20,"daph-meso-20-1","day42",44,42,0,"daphnia.ephippia",51216,12,0.581,2019-10-24,0.934111197120937,4.30990708779291,189.635911862888
"4081","daphnia",1,"monoculture",20,"daph-meso-20-1","day42",44,42,0,"daphnia.ephippia",51216,13,0.581,2019-10-24,0.934111197120937,4.30990708779291,189.635911862888
"4082","daphnia",1,"monoculture",20,"daph-meso-20-1","day42",44,42,0,"daphnia.ephippia",51216,14,0.729,2019-10-24,1.77500866323639,4.30990708779291,189.635911862888
"4083","daphnia",1,"monoculture",20,"daph-meso-20-1","day42",44,42,0,"daphnia.ephippia",51216,15,0.765,2019-10-24,2.03433513323202,4.30990708779291,189.635911862888
"4084","daphnia",1,"monoculture",20,"daph-meso-20-1","day42",44,42,0,"daphnia.ephippia",51216,16,0.68,2019-10-24,1.4578472215555,4.30990708779291,189.635911862888
"4085","daphnia",1,"monoculture",20,"daph-meso-20-1","day42",44,42,0,"daphnia.ephippia",51216,17,0.581,2019-10-24,0.934111197120937,4.30990708779291,189.635911862888
"4086","daphnia",1,"monoculture",20,"daph-meso-20-1","day42",44,42,0,"daphnia.ephippia",51216,18,0.721,2019-10-24,1.72045438822826,4.30990708779291,189.635911862888
"4087","daphnia",1,"monoculture",20,"daph-meso-20-1","day42",44,42,0,"daphnia.ephippia",51216,19,2.281,2019-10-24,44.7384291855996,4.30990708779291,189.635911862888
"4088","daphnia",1,"monoculture",20,"daph-meso-20-1","day42",44,42,0,"daphnia.ephippia",51216,20,0.753,2019-10-24,1.94534792963846,4.30990708779291,189.635911862888
"4089","daphnia",2,"monoculture",20,"daph-meso-20-2","day42",110,42,0,"daphnia.ephippia",3919,21,0.591,2019-10-24,0.980314175942237,7.27429416198706,800.172357818577
"4090","daphnia",2,"monoculture",20,"daph-meso-20-2","day42",110,42,0,"daphnia.ephippia",3919,22,0.83,2019-10-24,2.56221885493039,7.27429416198706,800.172357818577
"4091","daphnia",2,"monoculture",20,"daph-meso-20-2","day42",110,42,0,"daphnia.ephippia",3919,23,0.584,2019-10-24,0.947820819252045,7.27429416198706,800.172357818577
"4092","daphnia",2,"monoculture",20,"daph-meso-20-2","day42",110,42,0,"daphnia.ephippia",3919,24,1.51,2019-10-24,13.9274011050215,7.27429416198706,800.172357818577
"4093","daphnia",2,"monoculture",20,"daph-meso-20-2","day42",110,42,0,"daphnia.ephippia",3919,25,0.725,2019-10-24,1.74759389957292,7.27429416198706,800.172357818577
"4094","daphnia",2,"monoculture",20,"daph-meso-20-2","day42",110,42,0,"daphnia.ephippia",3919,26,0.68,2019-10-24,1.4578472215555,7.27429416198706,800.172357818577
"4095","daphnia",2,"monoculture",20,"daph-meso-20-2","day42",110,42,0,"daphnia.ephippia",3919,27,0.584,2019-10-24,0.947820819252045,7.27429416198706,800.172357818577
"4096","daphnia",2,"monoculture",20,"daph-meso-20-2","day42",110,42,0,"daphnia.ephippia",3919,28,0.628,2019-10-24,1.16405133049235,7.27429416198706,800.172357818577
"4097","daphnia",2,"monoculture",20,"daph-meso-20-2","day42",110,42,0,"daphnia.ephippia",3919,29,0.614,2019-10-24,1.09212568569273,7.27429416198706,800.172357818577
"4098","daphnia",2,"monoculture",20,"daph-meso-20-2","day42",110,42,0,"daphnia.ephippia",3919,30,1.86,2019-10-24,25.1186571753119,7.27429416198706,800.172357818577
"4099","daphnia",2,"monoculture",20,"daph-meso-20-2","day42",110,42,0,"daphnia.ephippia",3919,31,0.674,2019-10-24,1.42174970473906,7.27429416198706,800.172357818577
"4100","daphnia",2,"monoculture",20,"daph-meso-20-2","day42",110,42,0,"daphnia.ephippia",3919,32,0.788,2019-10-24,2.21216220816309,7.27429416198706,800.172357818577
"4101","daphnia",2,"monoculture",20,"daph-meso-20-2","day42",110,42,0,"daphnia.ephippia",3919,33,2.254,2019-10-24,43.2564540910003,7.27429416198706,800.172357818577
"4102","daphnia",2,"monoculture",20,"daph-meso-20-2","day42",110,42,0,"daphnia.ephippia",3919,34,2.035,2019-10-24,32.3946301079285,7.27429416198706,800.172357818577
"4103","daphnia",2,"monoculture",20,"daph-meso-20-2","day42",110,42,0,"daphnia.ephippia",3919,35,1.377,2019-10-24,10.7297206804934,7.27429416198706,800.172357818577
"4104","daphnia",2,"monoculture",20,"daph-meso-20-2","day42",110,42,0,"daphnia.ephippia",3919,36,0.668,2019-10-24,1.38623516583512,7.27429416198706,800.172357818577
"4105","daphnia",2,"monoculture",20,"daph-meso-20-2","day42",110,42,0,"daphnia.ephippia",3919,37,0.585,2019-10-24,0.952419425298864,7.27429416198706,800.172357818577
"4106","daphnia",2,"monoculture",20,"daph-meso-20-2","day42",110,42,0,"daphnia.ephippia",3919,38,0.548,2019-10-24,0.791688797001917,7.27429416198706,800.172357818577
"4107","daphnia",2,"monoculture",20,"daph-meso-20-2","day42",110,42,0,"daphnia.ephippia",3919,39,1.626,2019-10-24,17.1713448682777,7.27429416198706,800.172357818577
"4108","daphnia",2,"monoculture",20,"daph-meso-20-2","day42",110,42,0,"daphnia.ephippia",3919,40,0.716,2019-10-24,1.68691515367138,7.27429416198706,800.172357818577
"4109","daphnia",2,"monoculture",20,"daph-meso-20-2","day42",110,42,0,"daphnia.ephippia",3919,41,0.812,2019-10-24,2.40812100655818,7.27429416198706,800.172357818577
"4110","daphnia",2,"monoculture",20,"daph-meso-20-2","day42",110,42,0,"daphnia.ephippia",3919,42,1.883,2019-10-24,26.0073351745504,7.27429416198706,800.172357818577
"4111","daphnia",2,"monoculture",20,"daph-meso-20-2","day42",110,42,0,"daphnia.ephippia",3919,43,0.751,2019-10-24,1.93076617228659,7.27429416198706,800.172357818577
"4112","daphnia",2,"monoculture",20,"daph-meso-20-2","day42",110,42,0,"daphnia.ephippia",3919,44,0.552,2019-10-24,0.808146228214158,7.27429416198706,800.172357818577
"4113","daphnia",2,"monoculture",20,"daph-meso-20-2","day42",110,42,0,"daphnia.ephippia",3919,45,1.459,2019-10-24,12.6373705570745,7.27429416198706,800.172357818577
"4114","daphnia",2,"monoculture",20,"daph-meso-20-2","day42",110,42,0,"daphnia.ephippia",3919,46,1.141,2019-10-24,6.30384298799896,7.27429416198706,800.172357818577
"4115","daphnia",2,"monoculture",20,"daph-meso-20-2","day42",110,42,0,"daphnia.ephippia",3919,47,0.593,2019-10-24,0.989728387579887,7.27429416198706,800.172357818577
"4116","daphnia",2,"monoculture",20,"daph-meso-20-2","day42",110,42,0,"daphnia.ephippia",3919,48,1.234,2019-10-24,7.86819086162431,7.27429416198706,800.172357818577
"4117","daphnia",2,"monoculture",20,"daph-meso-20-2","day42",110,42,0,"daphnia.ephippia",3919,49,1.268,2019-10-24,8.49705966312811,7.27429416198706,800.172357818577
"4118","daphnia",2,"monoculture",20,"daph-meso-20-2","day42",110,42,0,"daphnia.ephippia",3919,50,0.562,2019-10-24,0.850253319555607,7.27429416198706,800.172357818577
"4119","daphnia",2,"monoculture",20,"daph-meso-20-2","day42",110,42,0,"daphnia.ephippia",3919,51,0.645,2019-10-24,1.25541910114856,7.27429416198706,800.172357818577
"4120","daphnia",2,"monoculture",20,"daph-meso-20-2","day42",110,42,0,"daphnia.ephippia",3919,52,0.648,2019-10-24,1.27200843443379,7.27429416198706,800.172357818577
"4121","daphnia",3,"monoculture",20,"daph-meso-20-3","day42",68,42,0,"daphnia.ephippia",21032,53,0.922,2019-10-24,3.44959472525052,6.22949522950651,423.605675606443
"4122","daphnia",3,"monoculture",20,"daph-meso-20-3","day42",68,42,0,"daphnia.ephippia",21032,54,0.485,2019-10-24,0.560412324867562,6.22949522950651,423.605675606443
"4123","daphnia",3,"monoculture",20,"daph-meso-20-3","day42",68,42,0,"daphnia.ephippia",21032,55,0.39,2019-10-24,0.302458694101524,6.22949522950651,423.605675606443
"4124","daphnia",3,"monoculture",20,"daph-meso-20-3","day42",68,42,0,"daphnia.ephippia",21032,56,1.114,2019-10-24,5.89091158133884,6.22949522950651,423.605675606443
"4125","daphnia",3,"monoculture",20,"daph-meso-20-3","day42",68,42,0,"daphnia.ephippia",21032,57,0.935,2019-10-24,3.58897428473399,6.22949522950651,423.605675606443
"4126","daphnia",3,"monoculture",20,"daph-meso-20-3","day42",68,42,0,"daphnia.ephippia",21032,58,0.517,2019-10-24,0.671442838150277,6.22949522950651,423.605675606443
"4127","daphnia",3,"monoculture",20,"daph-meso-20-3","day42",68,42,0,"daphnia.ephippia",21032,59,0.582,2019-10-24,0.938666725581223,6.22949522950651,423.605675606443
"4128","daphnia",3,"monoculture",20,"daph-meso-20-3","day42",68,42,0,"daphnia.ephippia",21032,60,1.008,2019-10-24,4.43950086324877,6.22949522950651,423.605675606443
"4129","daphnia",3,"monoculture",20,"daph-meso-20-3","day42",68,42,0,"daphnia.ephippia",21032,61,2.401,2019-10-24,51.7218106747177,6.22949522950651,423.605675606443
